"","x"
"237",12.2231372507403
"238",12.6235288722652
"239",12.5197902404471
"240",12.3454003342213
"241",12.4062235173353
"242",12.4293398673017
"243",12.4083533996803
"244",12.4261128110673
"245",12.2596435299863
"246",12.7654888028322
"247",12.2752221979997
"248",12.2530306535504
"249",12.327446744178
"250",12.26993392833
"251",12.2888966941402
"252",12.5027972017806
"253",12.3975897011379
"254",12.3152746392979
"255",12.1930786634358
"256",12.2231912858696
"257",12.0732481094799
"258",12.0739495478488
"259",12.2846312035063
"260",12.2969935474629
"261",12.0380739723959
"262",12.0380739723959
"263",12.0075863920614
"264",12.2842075550502
"265",12.3789110090773
"266",12.2467352447463
"267",12.0886381512134
"268",12.0690212300456
"269",12.0947001286229
"270",12.3362181365321
"271",11.6464798472613
"272",11.6062737121335
"273",11.5233089710442
"274",11.6790329189924
"275",11.8352716004418
"276",11.6628444536055
"277",12.7539063003785
"278",12.4194546119016
"279",12.75310883309
"280",12.4455786174511
"281",12.1751765685619
"282",12.0910135976723
"283",12.0470158174214
"284",12.5586784527199
"285",12.3016133179129
"286",12.6061567198498
"287",12.2946063470762
"288",12.5586926136436
"289",11.9549641859544
"290",11.8917933049906
"291",12.5151297177998
"292",11.6452597000799
"293",12.114250903365
"294",12.2089493764087
"295",11.9762138533287
"296",11.714352264237
"297",11.6762431239072
"298",11.9188324072985
"299",12.1917373225986
"300",11.9938548975149
"301",11.9154510397706
"302",12.2682709392656
"303",12.0902497866284
"304",11.5819001300231
"305",12.1841911741857
"306",12.0636962011852
"307",12.3320667160882
"308",11.9167262017162
"309",11.9985746456653
"310",11.8594206846517
"311",11.7965991703085
"312",11.919337700769
"313",11.7950569112965
"314",12.109959707489
"315",11.8348484025525
"316",11.692033546844
"317",11.4228961648155
"318",11.8773815833827
"319",11.783249657057
"320",11.9521969194428
"321",11.8390356644393
"322",11.4232324504654
"323",11.7569998808214
"324",11.366672229991
"325",11.6602650034426
"326",11.996028688723
"327",11.9411562045411
"328",11.0476075957532
"329",11.4033360858144
"330",10.899531191683
"331",12.3714535640507
"332",12.1359072598263
"333",11.6510370233444
"334",11.9245286989969
"335",11.8081359170142
"336",11.9593829502191
"337",11.5612048549906
"338",11.7593776018291
"339",11.4772148999913
"340",11.7286429699077
"341",11.9321163662252
"342",11.9709142219002
"343",12.0456428009606
"344",11.8981751214682
"345",11.7954177082734
"346",11.8939364783011
"347",11.7389726857841
"348",11.6817950876089
"349",11.7252403680497
"350",11.8293664103002
"351",11.7632471358327
"352",11.5278504993296
"353",11.874207891758
"354",11.3366481489698
"355",10.9845274206506
"356",11.4447084107122
"357",11.4220331916446
"358",11.8694628050979
"359",11.593129280047
"360",10.9730626796993
"361",11.6966757022852
"362",11.7016394911141
"363",10.8862667968626
"364",11.8272920201598
"365",11.9235702907866
"366",11.399593204999
"367",11.5030990081245
"368",11.8513680153096
"369",11.4891664306951
"370",11.7665375273676
"371",12.0203552323405
"372",11.5125637575324
"373",11.8427392188521
"374",11.6187707638007
"375",11.7037893483408
"376",11.8517973896357
"377",11.4083123603557
"378",11.6030622375646
"379",11.5680374692391
"380",11.9485046843329
"381",11.8956219159227
"382",11.2499961232295
"383",11.8275913982239
"384",11.819530188553
"385",12.0928993021731
"386",11.6992242987684
"387",12.2277603394825
"388",10.9340111230177
"389",11.9135099285981
"390",11.6914575561945
"391",11.9484779415305
"392",11.7751349158787
"393",11.8284522230703
"394",11.9122341285175
"395",11.9986137956794
"396",12.2467831617235
"397",11.7113671273053
"398",12.3135949985466
"399",12.0922577066018
"400",12.010020959629
"401",12.0788881968022
"402",12.6093900846668
"403",12.6093900846668
"404",12.6093900846668
"405",12.4510489333537
"406",12.4423535660572
"407",12.2956335216424
"408",12.4973078402412
"409",12.1694259615294
"410",12.1497107540505
"411",12.2948760214118
"412",12.0666665243247
"413",12.2934131598526
"414",12.1281887506593
"415",12.3259488834463
"416",12.2249718946039
"417",12.241381369524
"418",12.2651684628511
"419",11.6787509305738
"420",11.8582982489543
"421",12.3427348410457
"422",12.4510661900333
"423",12.2260666090789
"424",12.2943178783365
"425",12.2651175391206
"426",12.4597669876577
"427",12.1914123380243
"428",12.3700347680042
"429",12.0625717417261
"430",11.8637910542364
"431",12.028392224818
"432",11.6373346796232
"433",11.8774196461839
"434",12.1010725966633
"435",12.038039362759
"436",11.7116027075995
"437",11.5045239136884
"438",11.5371654210718
"439",11.8084177002303
"440",11.6384119428124
"441",11.9937768210976
"442",11.9070216783216
"443",12.4686284836514
"444",11.7944912819064
"445",12.1235983273243
"446",11.9143309986522
"447",12.1542905205268
"448",11.7142952647611
"449",11.876091537036
"450",11.876091537036
"451",12.4409848702193
"452",12.7724512718692
"453",11.8016856391574
"454",10.9903920068064
"455",12.5104996970484
"456",11.0491925091557
"457",12.3738355817951
"458",11.7938308798799
"459",12.1253957015592
"460",12.2620165222079
"461",12.7128033112717
"462",12.5130551944532
"463",12.5727204354947
"464",12.0934033405272
"465",12.3760172993581
"466",12.6795397943366
"467",11.877485108079
"468",12.0009419407075
"469",11.7871722341047
"470",11.8745854201633
"471",11.8472594376999
"472",11.9138053257471
"473",12.150236417134
"474",12.1262243217741
"475",12.0324354836908
"476",12.1327219864319
"477",12.1380211052707
"478",12.163091336832
"479",12.3741788330491
"480",12.1790004257428
"481",12.1493165999285
"482",12.1459620541671
"483",12.1998571073197
"484",12.6794682093041
"485",12.6149545830047
"486",11.6543614869778
"487",12.5447024118041
"488",11.9313013186516
"489",12.3779724592171
"490",12.157619278884
"491",12.4162764192699
"492",12.2867173117222
"493",11.9094711060591
"494",12.3232293441813
"495",11.8623134346963
"496",12.6977974246357
"497",12.0724420884227
"498",12.4694786517927
"499",12.0794222867508
"500",11.732384687913
"501",11.5882856176216
"502",11.5445565415886
"503",11.6210236180201
"504",11.7705937123442
"505",11.9765844111453
"506",11.8712154151669
"507",12.3583998621821
"508",12.7687628945708
"509",12.5520894612427
"510",12.6833045853266
"511",12.6908546098439
"512",12.5243887417324
"513",12.4354261851225
"514",12.518288300466
"515",12.8832612672377
"516",12.328302206476
"517",12.6168356091815
"518",12.6440552972433
"519",12.5178076814652
"520",12.2101240461973
"521",12.477959802725
"522",12.1995277164791
"523",12.1995277164791
"524",12.1778264671088
"525",12.2549072773286
"526",12.3353877012536
"527",12.1372858606957
"528",12.1188399879701
"529",12.2233782869512
"530",12.3630513190597
"531",12.2999665626852
"532",12.2986522239749
"533",12.041948544291
"534",12.4818200556132
"535",12.1659667863595
"536",12.5304118420108
"537",12.4264705587845
"538",12.5198321874467
"539",12.3802194053242
"540",12.6905346578507
"541",12.3915858582391
"542",12.3495575726703
"543",12.304845897499
"544",12.3352827694348
"545",12.277577380156
"546",12.2265006363797
"547",12.4029722225872
"548",12.1162366291036
"549",12.2168622528534
"550",12.1986644844866
"551",12.0939443630848
"552",12.0726461683535
"553",12.1161114296523
"554",12.1431070919934
"555",12.1368380543827
"556",12.1934331338858
"557",12.16751027468
"558",11.6567499257815
"559",11.7722031943119
"560",11.5962510595237
"561",11.5363043003597
"562",12.050423884316
"563",11.9402701199176
"564",12.5571725214137
"565",12.6498854661348
"566",12.1170492887438
"567",11.9094632726893
"568",12.059914275562
"569",12.1069062257135
"570",12.3451325473496
"571",12.1686782675698
"572",12.242699155599
"573",12.2916663004956
"574",12.1231788893314
"575",12.2533074985706
"576",12.1287679578385
"577",12.1409501897234
"578",12.5032163208122
"579",12.0780861735934
"580",12.3927490665263
"581",12.5155304045431
"582",12.2716358741908
"583",12.0262623477674
"584",12.2171436773623
"585",12.2864055516686
"586",12.193299493762
"587",11.9601653516969
"588",11.7784103467354
"589",12.1672515634291
"590",12.1015839974919
"591",11.6390799647908
"592",11.758674392113
"593",11.9214256623728
"594",11.3409891706987
"595",12.0842085430023
"596",12.1050856454224
"597",11.6394655672453
"598",12.2894993945091
"599",11.6998795758282
"600",12.1253422647163
"601",12.1399171933798
"602",11.7178350084279
"603",11.5668907948478
"604",11.8207223347417
"605",11.5592070542675
"606",12.1479170783727
"607",11.9684368286227
"608",12.1653433229815
"609",11.5271481505931
"610",11.6686699551188
"611",11.3200385881017
"612",11.5987552265332
"613",11.8270193619657
"614",12.0566210245414
"615",11.8072922917072
"616",11.6370361653497
"617",11.9397557414219
"618",11.6898638998355
"619",11.7486619592087
"620",11.8912768398997
"621",11.6987264745743
"622",12.1790672284689
"623",11.9893240753238
"624",11.6009775976838
"625",11.774160425725
"626",12.0234510825536
"627",11.857719060289
"628",11.4320919272039
"629",11.071144364834
"630",11.8056718144187
"631",11.676431873884
"632",11.9067013822994
"633",11.7635980472131
"634",11.4999267252996
"635",11.7746880157849
"636",11.3116695369053
"637",11.4588351347397
"638",11.8774287724006
"639",10.7286935363528
"640",11.653182192832
"641",11.509136405672
"642",11.805307912954
"643",11.3022184729593
"644",11.9796055097711
"645",11.8465779555404
"646",10.9568464880543
"647",12.0060553849577
"648",11.7137240082398
"649",11.8045210918704
"650",11.6777056371235
"651",11.9965551748953
"652",11.8360079761295
"653",11.729549436765
"654",11.6500354320253
"655",12.022561168472
"656",11.6499755572984
"657",11.8766881319677
"658",11.6225264578328
"659",11.6799660817031
"660",11.5976794923622
"661",11.6254545159183
"662",11.5931323706189
"663",11.4402506949129
"664",11.996196245806
"665",11.8032141142133
"666",11.6112919947872
"667",12.118722230292
"668",11.8750256372709
"669",11.2957641380531
"670",11.9006653187944
"671",11.9977616815629
"672",11.5257811920835
"673",11.627029330987
"674",11.5383215905651
"675",11.3338185202793
"676",11.2637006498954
"677",11.6993971299526
"678",11.8410432019136
"679",11.7813551459364
"680",11.8561691061279
"681",12.0684244118207
"682",11.7629318674296
"683",11.9374561776999
"684",11.4306721724176
"685",11.8827756705527
"686",12.0346432539782
"687",11.9650744693794
"688",11.8309456667216
"689",11.7999025058692
"690",12.2248378669359
"691",11.5029827989115
"692",12.0747302390375
"693",12.0902209230464
"694",11.6336888977562
"695",11.9547253609296
"696",12.6338105712737
"697",12.2993367763488
"698",12.3928496196216
"699",12.448346428813
"700",12.0356475687704
"701",12.3775198209924
"702",12.7017571272022
"703",12.4667966433848
"704",12.1652088543842
"705",12.1537233383813
"706",12.1281887506593
"707",12.1920656899545
"708",12.2179514377659
"709",12.1730252299158
"710",12.2642457281749
"711",12.0006836302085
"712",11.9004636687059
"713",12.2192817134617
"714",12.4282659795303
"715",12.3316882752764
"716",12.4382401161388
"717",12.5098028129316
"718",12.2272789352666
"719",11.7853972749169
"720",12.4517438151674
"721",12.2550178385831
"722",12.430766729324
"723",12.219045499489
"724",11.7726899551027
"725",11.8056387524209
"726",11.949849107306
"727",11.8753994809142
"728",12.0523894141905
"729",13.0048879585636
"730",11.7267630072911
"731",11.7267630072911
"732",11.3943370780414
"733",11.5813460677251
"734",11.7938699689768
"735",11.483225446323
"736",11.7391392367996
"737",11.6733185444041
"738",11.9510478610159
"739",12.1353432643241
"740",11.5322849344706
"741",11.511583292128
"742",11.9355477126987
"743",11.6171266842438
"744",12.147089781597
"745",11.6931249575291
"746",11.6743764956465
"747",12.0881579205194
"748",12.410799561761
"749",12.1956765987315
"750",11.7142952647611
"751",11.6019392924781
"752",11.7092894134375
"753",11.6503893857961
"754",12.0921282381152
"755",11.5378839256471
"756",12.0944178100435
"757",11.411001528007
"758",11.5012371645177
"759",11.3958867096752
"760",11.1036041208429
"761",12.5104996970484
"762",12.4898820808086
"763",12.4947734492216
"764",12.2367297444843
"765",12.049901500933
"766",12.3150492026843
"767",12.2562380048909
"768",12.4394232745341
"769",12.4018693029599
"770",12.1933954244742
"771",12.3165529153485
"772",12.1890568015899
"773",12.0082380304148
"774",12.2453100274784
"775",12.3593219329225
"776",12.5544001582442
"777",12.5457194890116
"778",12.1618405466719
"779",12.03909420607
"780",12.0289426056959
"781",11.866450850062
"782",11.8689478227848
"783",12.0780540817273
"784",11.9108257859512
"785",11.7357554322499
"786",11.924596508891
"787",11.9265603712542
"788",11.7792511640713
"789",11.7221311940365
"790",11.7821372587228
"791",11.4996455629209
"792",12.2103711340692
"793",12.2111426895713
"794",12.2645867964361
"795",12.2006489717252
"796",12.0898016955341
"797",12.4486108881195
"798",11.9948951468155
"799",12.1219184493951
"800",11.8726985295359
"801",11.962641564417
"802",12.219194800412
"803",12.5802868015037
"804",12.7136526901034
"805",12.0380314569965
"806",12.4835468771927
"807",12.8097485346286
"808",12.7025332207723
"809",12.0156620613472
"810",12.113050534708
"811",12.2997336338962
"812",12.1806177810546
"813",12.0180432758309
"814",12.0316510275835
"815",11.8838401871189
"816",12.0023635048806
"817",12.2053059842089
"818",12.1261922092295
"819",11.6338897848561
"820",11.7413402851149
"821",12.1635824040226
"822",12.1375917453916
"823",11.7211490576365
"824",11.7393166552576
"825",11.9606778209139
"826",11.7629647707542
"827",12.4796579997212
"828",12.4152517634373
"829",12.6303746114721
"830",12.6582656642425
"831",12.6140488448465
"832",12.5836012577822
"833",12.8012618895468
"834",12.6801709865643
"835",12.7009387481991
"836",12.4633868392586
"837",12.4407335138174
"838",12.5867372752449
"839",12.7378827931747
"840",12.5326033391594
"841",12.3071857748882
"842",12.3639508612326
"843",12.4233988611563
"844",12.305768355129
"845",12.188995852886
"846",12.188995852886
"847",12.2067303951933
"848",12.3353637879893
"849",12.3424728231608
"850",12.187021694632
"851",12.2225219384027
"852",12.1026548339905
"853",12.1380868888886
"854",12.096318553057
"855",12.1195278096118
"856",12.2632637730871
"857",12.1819219567645
"858",12.1315841017632
"859",12.1015449391037
"860",12.2291272798625
"861",12.3364980681299
"862",12.1520334067547
"863",11.9455385258458
"864",12.1356637066317
"865",12.3179175667555
"866",12.1425496032448
"867",12.3451591508528
"868",12.3607411204178
"869",12.1940870593808
"870",12.1620317975814
"871",12.5559329785255
"872",12.7363521620401
"873",12.57361718714
"874",12.5001150158707
"875",12.3871935055194
"876",12.5447036697789
"877",12.3074381026951
"878",12.3346821428755
"879",12.3233671652875
"880",12.5596574406198
"881",12.3022454139103
"882",12.3192812892915
"883",12.2998087964432
"884",12.3783378274241
"885",12.3067810685407
"886",12.2032608228968
"887",12.1946843104016
"888",12.2938452204562
"889",12.1579265005015
"890",12.3382432183789
"891",12.3595699524486
"892",12.4103182584861
"893",12.5613536595654
"894",12.0393566175779
"895",12.0748700474123
"896",12.0147981980907
"897",12.2939249087354
"898",12.2172367505111
"899",11.8205970855129
"900",11.6588830812401
"901",11.9064289112698
"902",12.4365811120704
"903",11.7768100382219
"904",11.952179413302
"905",12.2110489273183
"906",12.0573396266067
"907",12.3418962867309
"908",12.2064032218712
"909",12.3329768631559
"910",12.0777536131926
"911",12.1276431405968
"912",12.1650205043341
"913",12.3915214994433
"914",12.491140475273
"915",12.2449153507881
"916",12.6371365436825
"917",12.6121447662326
"918",11.9181873046078
"919",12.4111866479133
"920",11.8860402302101
"921",11.9435896537271
"922",12.3131593283212
"923",12.3573957670541
"924",12.4216394839241
"925",11.9154772345447
"926",11.7186359985037
"927",11.8747872951921
"928",11.8413880472795
"929",11.6923202729059
"930",11.8174574581024
"931",11.7906664427968
"932",11.714352264237
"933",11.9190083832864
"934",11.6261028301727
"935",12.3507770536385
"936",11.9724400271072
"937",12.2765296679634
"938",11.7258660945942
"939",11.0188594903404
"940",11.0421792644574
"941",11.690649817642
"942",11.8321084085303
"943",12.0920214229751
"944",11.9981918280444
"945",11.7956174397051
"946",11.7373774531094
"947",11.7165483910968
"948",11.8854454107462
"949",11.7767873781687
"950",12.2184656143508
"951",11.5574910130108
"952",12.0215352586037
"953",11.8008259997822
"954",12.0712230221116
"955",12.0270447763977
"956",11.6337223358296
"957",11.8089639414037
"958",11.802896105905
"959",11.7949690475632
"960",11.5475042179796
"961",12.1517716426808
"962",11.5270094647711
"963",11.5999275566606
"964",12.0545765177246
"965",12.2224485950881
"966",11.6544052237905
"967",11.7779859771524
"968",12.0393471587321
"969",11.7146133644336
"970",11.741584455368
"971",11.6190140011359
"972",11.8479499293502
"973",11.8675694932936
"974",11.8529076367493
"975",11.9484692740157
"976",11.6694549470152
"977",11.529806635702
"978",11.6233489157232
"979",11.5031212879635
"980",11.6192072967532
"981",11.4254374103488
"982",11.4441751112306
"983",11.835525623829
"984",11.5181375425056
"985",11.325802670271
"986",11.8505850151007
"987",11.9850363690797
"988",11.8000272387503
"989",11.5064776800349
"990",11.8743393010087
"991",11.7266117496456
"992",12.1141930991152
"993",11.6790482755037
"994",11.9495982882159
"995",11.5883943165859
"996",11.9772560978003
"997",11.7402978515198
"998",11.6119452140202
"999",11.6945599915077
"1000",11.6851388371766
"1001",11.8815045348712
"1002",11.8101941175767
"1003",11.6019280630358
"1004",12.180976406742
"1005",11.6558855816745
"1006",11.5439278071269
"1007",11.6275520940483
"1008",11.1679971269772
"1009",11.1408404113899
"1010",12.4029396142777
"1011",12.3585315509955
"1012",11.9398954231569
"1013",11.8101238906655
"1014",11.1953851022905
"1015",12.273372288587
"1016",11.7066133868844
"1017",11.6901738027646
"1018",12.0429893827405
"1019",11.5168750469141
"1020",11.848736486494
"1021",11.6445393586866
"1022",11.6755280860516
"1023",11.6035067029683
"1024",11.6433250052147
"1025",11.7717998533257
"1026",11.864856452143
"1027",11.9853165352727
"1028",11.873884146823
"1029",11.8554785614926
"1030",11.8723067226644
"1031",11.7188051819235
"1032",12.1731452620627
"1033",11.9767858538165
"1034",12.0352080211766
"1035",11.7619403315409
"1036",12.5504038995212
"1037",12.0047271202276
"1038",11.618062656261
"1039",11.584846023295
"1040",11.9016541621582
"1041",11.9491108170694
"1042",11.8981033066752
"1043",11.5127711727077
"1044",12.198106495629
"1045",12.2914222495585
"1046",12.3979373947811
"1047",12.6316997403033
"1048",12.3979373947811
"1049",12.3240861058934
"1050",12.3026093451224
"1051",12.1419596140031
"1052",12.2823990294825
"1053",12.2113328114236
"1054",12.4761268196879
"1055",11.8932692657062
"1056",12.0202581294362
"1057",12.0297369769383
"1058",12.0703024951131
"1059",12.2828071226588
"1060",12.2149880247922
"1061",12.2005847240386
"1062",12.2738482153631
"1063",11.5831140381033
"1064",11.6823429832178
"1065",11.8401995038863
"1066",11.798978411011
"1067",11.5892885248268
"1068",11.7131816229686
"1069",11.5947832822794
"1070",11.8553940385252
"1071",12.3647131143869
"1072",12.3375209523179
"1073",12.2282116623198
"1074",12.2797659455575
"1075",12.5403430473539
"1076",12.3203614131373
"1077",12.177343613271
"1078",12.1141798734462
"1079",12.0817025075541
"1080",12.1912091606479
"1081",12.1170465587701
"1082",12.1380868888886
"1083",11.754289012733
"1084",11.8327630696974
"1085",11.644704056651
"1086",11.8876616107663
"1087",11.8063076881192
"1088",12.3986357914416
"1089",12.0575033622831
"1090",13.3917908532327
"1091",12.028392224818
"1092",11.7738202708325
"1093",11.5608335251126
"1094",11.7851881687612
"1095",11.308936453232
"1096",11.3752410134074
"1097",11.5985696622878
"1098",12.1728370072941
"1099",11.7573302231997
"1100",11.7548709190472
"1101",11.6127536370111
"1102",11.7198554794719
"1103",11.8512931712812
"1104",12.0128980281128
"1105",11.8966670449074
"1106",12.009745829373
"1107",11.6444500299661
"1108",11.9810652803007
"1109",12.1312240235801
"1110",11.7258887162953
"1111",12.3360917124685
"1112",11.7961930726336
"1113",12.1326502258017
"1114",12.8401430210888
"1115",11.7268708551386
"1116",11.8609197348437
"1117",11.8494269296258
"1118",11.3828936199491
"1119",11.1351444049975
"1120",11.7465969842054
"1121",11.7809199619415
"1122",11.7900494651754
"1123",12.4909856828301
"1124",12.0400315756886
"1125",12.207415243433
"1126",12.2426471018496
"1127",12.1914605943531
"1128",11.6806940843021
"1129",11.8693110206924
"1130",12.2627356695486
"1131",12.626988042663
"1132",12.5267608517404
"1133",12.455551002767
"1134",12.1557962709061
"1135",12.146101206969
"1136",12.5062065155032
"1137",12.2320592033523
"1138",12.5470253172877
"1139",12.5979755704008
"1140",12.2642647936494
"1141",11.8682594297632
"1142",11.5487219108002
"1143",11.6370396268142
"1144",11.7016560636632
"1145",11.4917478283419
"1146",11.7894472293237
"1147",12.1294304438997
"1148",12.3238807134732
"1149",12.0811413616074
"1150",11.6977098283577
"1151",11.9326647857558
"1152",11.990838393463
"1153",11.7792511640713
"1154",11.7800513877449
"1155",11.8272010162931
"1156",11.7311333590245
"1157",12.175521653926
"1158",12.1190951662164
"1159",12.3398886716032
"1160",12.0794492936762
"1161",12.1511276932003
"1162",12.2140647878703
"1163",12.5259707530592
"1164",12.590106145637
"1165",12.5845428843188
"1166",12.0702059412113
"1167",11.9755765540109
"1168",12.7837631327141
"1169",12.9680076336722
"1170",12.6998992216046
"1171",12.666298482763
"1172",12.7827696125158
"1173",12.5338709300213
"1174",12.6767882995248
"1175",11.9744770361765
"1176",12.1384107964552
"1177",11.849414685733
"1178",12.5192092736421
"1179",12.2941226916522
"1180",11.8929285349827
"1181",11.515978374149
"1182",12.2252069045799
"1183",11.6381843165472
"1184",11.9278081742521
"1185",11.7434821287181
"1186",11.5007215967356
"1187",11.6316866518895
"1188",11.7874643431539
"1189",12.1665837862484
"1190",11.9476824915984
"1191",11.9001173347138
"1192",12.6281059065365
"1193",12.3597455896332
"1194",12.4400650186796
"1195",12.6135534678189
"1196",12.4733439565545
"1197",12.4237605420695
"1198",12.4928683114701
"1199",12.5536482837643
"1200",12.5350544218697
"1201",12.4608391823004
"1202",12.4481189209563
"1203",12.3353496645438
"1204",12.3353986220731
"1205",12.4108677253208
"1206",12.3998159674088
"1207",12.0885496097883
"1208",12.1176674949802
"1209",12.1884196214223
"1210",12.5344294866098
"1211",12.1176674949802
"1212",12.2145870128795
"1213",12.2833854980968
"1214",12.318785760501
"1215",12.0435718531768
"1216",12.1682371658587
"1217",12.2971825706815
"1218",12.5033137925406
"1219",12.3258879413068
"1220",12.4525366606557
"1221",12.6796952047748
"1222",12.6043860326588
"1223",12.7988653494181
"1224",12.5155117598621
"1225",12.61586533
"1226",12.3657301978519
"1227",12.4020368949065
"1228",12.3050757282651
"1229",12.1542728476776
"1230",12.6221821374402
"1231",12.2407149904911
"1232",12.0675617688536
"1233",12.2322155661011
"1234",12.0585978717305
"1235",12.2243807695034
"1236",12.1671698232032
"1237",12.2518378881664
"1238",12.1643056821306
"1239",12.1334266127032
"1240",12.0115133158325
"1241",11.9262582277935
"1242",11.5710446299447
"1243",12.1459957886111
"1244",11.9254584576168
"1245",11.669745255097
"1246",11.6987789517313
"1247",11.6824502763307
"1248",11.7896123409442
"1249",11.675839782921
"1250",11.7243234476402
"1251",12.5631325610667
"1252",12.7325052255127
"1253",12.0618747180968
"1254",11.9270460586816
"1255",12.0983347924996
"1256",11.7988907964486
"1257",12.176783490358
"1258",12.3111815860514
"1259",11.9525761491267
"1260",12.0235461423035
